ballpoint, 0
basketball, 0
bath towel, 0
cowboy boot, 0
gown, 0
window screen, 0
agaric, 0
cellular telephone, 0
nipple, 0
barbell, 0
mailbox, 0
lab coat, 0
fire screen, 0
minibus, 0
packet, 0
maze, 0
pole, 0
horizontal bar, 0
sombrero, 0
pickelhaube, 0
rain barrel, 0
wallet, 0
cassette player, 0
comic book, 0
piggy bank, 0
street sign, 0
bell cote, 0
fountain pen, 0
Windsor tie, 0
volleyball, 0
overskirt, 0
sarong, 0
purse, 0
bolo tie, 0
bib, 0
parachute, 0
sleeping bag, 0
television, 0
swimming trunks, 0
measuring cup, 0
espresso, 0
pizza, 0
breastplate, 0
shopping basket, 0
wooden spoon, 0
saltshaker, 0
chocolate sauce, 0
ballplayer, 0
goblet, 0
gyromitra, 0
stretcher, 0
water bottle, 0
dial telephone, 0
soap dispenser, 0
jersey, 0
school bus, 0
jigsaw puzzle, 0
plastic bag, 0
reflex camera, 0
diaper, 0
Band Aid, 0
ice lolly, 0
velvet, 0
tennis ball, 0
gasmask, 0
doormat, 0
Loafer, 0
ice cream, 0
pretzel, 0
quilt, 0
maillot, 0
tape player, 0
clog, 0
iPod, 0
bolete, 0
scuba diver, 0
pitcher, 0
matchstick, 0
bikini, 0
sock, 0
CD player, 0
lens cap, 0
thatch, 0
vault, 0
beaker, 0
bubble, 0
cheeseburger, 0
parallel bars, 0
flagpole, 0
coffee mug, 0
rubber eraser, 0
stole, 0
carbonara, 0
dumbbell, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
unk, 0
